date,infected,dead,recovered,inactive,active,new,new_deaths,new_3,new_7,new_14,new_deaths_7,new_deaths_14,new_deaths_7_7
2020-09-09,71947,2146,57135,59281,12666,421.0,11.0,374.33333333333326,490.0,581.7857142857142,9.714285714285714,10.857142857142858,11.469387755102042
2020-09-10,72453,2158,58069,60227,12226,506.0,12.0,442.33333333333326,474.8571428571428,554.5714285714286,9.428571428571429,10.642857142857142,11.122448979591837
2020-09-11,73047,2168,58848,61016,12031,594.0,10.0,507.0,461.0,540.5,9.714285714285714,10.714285714285714,10.83673469387755
2020-09-12,73650,2181,59725,61906,11744,603.0,13.0,567.6666666666666,466.1428571428572,529.3571428571429,9.714285714285714,10.642857142857142,10.571428571428571
2020-09-13,74152,2187,60659,62846,11306,502.0,6.0,566.3333333333334,475.4285714285714,520.1428571428571,9.571428571428571,11.0,10.16326530612245
2020-09-14,74529,2202,61097,63299,11230,377.0,15.0,494.0,486.1428571428572,511.21428571428567,11.285714285714285,11.642857142857142,10.06122448979592
2020-09-15,75134,2226,61548,63774,11360,605.0,24.0,494.66666666666674,515.4285714285714,515.1428571428571,13.0,12.0,10.346938775510203
2020-09-16,75734,2236,62110,64346,11388,600.0,10.0,527.3333333333334,541.0,515.5,12.857142857142858,11.285714285714285,10.79591836734694
2020-09-17,76571,2252,62725,64977,11594,837.0,16.0,680.6666666666666,588.2857142857142,531.5714285714286,13.428571428571427,11.428571428571427,11.36734693877551
2020-09-18,77328,2269,63312,65581,11747,757.0,17.0,731.3333333333335,611.5714285714286,536.2857142857143,14.428571428571427,12.071428571428573,12.040816326530615
2020-09-19,78330,2281,63861,66142,12188,1002.0,12.0,865.3333333333335,668.5714285714286,567.3571428571429,14.285714285714285,12.0,12.693877551020412
2020-09-20,79240,2292,64302,66594,12646,910.0,11.0,889.6666666666665,726.8571428571429,601.1428571428571,15.0,12.285714285714285,13.469387755102046
2020-09-21,79988,2297,64604,66901,13087,748.0,5.0,886.6666666666665,779.8571428571429,633.0,13.571428571428573,12.428571428571427,13.795918367346944
2020-09-22,80699,2315,64972,67287,13412,711.0,18.0,789.6666666666665,795.0,655.2142857142858,12.714285714285715,12.857142857142858,13.755102040816329
2020-09-23,81673,2343,65561,67904,13769,974.0,28.0,811.0,848.4285714285713,694.7142857142858,15.285714285714285,14.071428571428573,14.102040816326534
2020-09-24,82809,2368,66158,68526,14283,1136.0,25.0,940.3333333333335,891.1428571428571,739.7142857142858,16.571428571428573,15.0,14.551020408163268
2020-09-25,84396,2391,66740,69131,15265,1587.0,23.0,1232.3333333333333,1009.7142857142856,810.6428571428571,17.428571428571427,15.928571428571427,14.979591836734695
2020-09-26,85980,2423,67326,69749,16231,1584.0,32.0,1435.666666666667,1092.857142857143,880.7142857142858,20.285714285714285,17.285714285714285,15.836734693877554
2020-09-27,87330,2431,67904,70335,16995,1350.0,8.0,1507.0,1155.7142857142858,941.2857142857144,19.857142857142858,17.428571428571427,16.530612244897963
2020-09-28,88636,2446,68420,70866,17770,1306.0,15.0,1413.333333333333,1235.4285714285713,1007.6428571428572,21.285714285714285,17.428571428571427,17.632653061224488
2020-09-29,89962,2482,68955,71437,18525,1326.0,36.0,1327.3333333333333,1323.2857142857142,1059.142857142857,23.857142857142854,18.285714285714285,19.224489795918366
2020-09-30,91514,2512,69695,72207,19307,1552.0,30.0,1394.666666666667,1405.857142857143,1127.142857142857,24.142857142857146,19.714285714285715,20.489795918367342
2020-10-01,93481,2542,70401,72943,20538,1967.0,30.0,1615.0,1524.571428571429,1207.857142857143,24.857142857142854,20.714285714285715,21.673469387755095
2020-10-02,95773,2569,71353,73922,21851,2292.0,27.0,1937.0,1625.2857142857142,1317.5,25.42857142857143,21.428571428571427,22.81632653061224
2020-10-03,98140,2603,72209,74812,23328,2367.0,34.0,2208.6666666666665,1737.142857142857,1415.0,25.714285714285715,23.0,23.59183673469388
2020-10-04,100074,2629,73003,75632,24442,1934.0,26.0,2197.6666666666665,1820.571428571429,1488.142857142857,28.285714285714285,24.07142857142857,24.795918367346932
2020-10-05,102080,2658,73552,76210,25870,2006.0,29.0,2102.333333333333,1920.571428571429,1578.0,30.285714285714285,25.785714285714285,26.081632653061227
2020-10-06,104316,2716,74158,76874,27442,2236.0,58.0,2058.6666666666665,2050.5714285714284,1686.928571428571,33.42857142857143,28.642857142857146,27.448979591836732
2020-10-07,107319,2791,75346,78137,29182,3003.0,75.0,2415.0,2257.857142857143,1831.857142857143,39.857142857142854,32.0,29.693877551020414
2020-10-08,111599,2867,76490,79357,32242,4280.0,76.0,3173.0,2588.285714285714,2056.428571428572,46.42857142857143,35.642857142857146,32.775510204081634
2020-10-09,116338,2919,77875,80794,35544,4739.0,52.0,4007.333333333334,2937.857142857143,2281.5714285714284,50.0,37.714285714285715,36.285714285714285
2020-10-10,121638,2972,78982,81954,39684,5300.0,53.0,4773.0,3356.857142857143,2547.0,52.714285714285715,39.214285714285715,40.142857142857146
2020-10-11,125816,3003,80302,83305,42511,4178.0,31.0,4739.0,3677.4285714285716,2749.0,53.42857142857143,40.857142857142854,43.734693877551024
2020-10-12,130210,3038,81201,84239,45971,4394.0,35.0,4624.0,4018.571428571429,2969.5714285714284,54.28571428571429,42.285714285714285,47.163265306122454
2020-10-13,135278,3101,82004,85105,50173,5068.0,63.0,4546.666666666667,4423.142857142857,3236.857142857143,55.0,44.214285714285715,50.24489795918368
2020-10-14,141804,3217,83847,87064,54740,6526.0,116.0,5329.333333333333,4926.428571428572,3592.142857142857,60.85714285714285,50.35714285714285,53.24489795918368
2020-10-15,149903,3308,85588,88896,61007,8099.0,91.0,6564.333333333332,5472.0,4030.142857142857,63.0,54.714285714285715,55.61224489795917
2020-10-16,157608,3440,87773,91213,66395,7705.0,132.0,7443.333333333332,5895.714285714284,4416.785714285715,74.42857142857143,62.214285714285715,59.102040816326536
2020-10-17,167230,3524,90162,93686,73544,9622.0,84.0,8475.333333333334,6513.142857142857,4935.0,78.85714285714286,65.78571428571429,62.83673469387754
2020-10-18,175766,3573,92651,96224,79542,8536.0,49.0,8621.0,7135.714285714284,5406.571428571428,81.42857142857143,67.42857142857143,66.83673469387755
2020-10-19,183248,3614,94014,97628,85620,7482.0,41.0,8546.666666666666,7576.857142857143,5797.714285714284,82.28571428571429,68.28571428571429,70.83673469387755
2020-10-20,192539,3721,95956,99677,92862,9291.0,107.0,8436.333333333334,8180.142857142857,6301.642857142857,88.57142857142857,71.78571428571429,75.63265306122447
2020-10-21,202579,3851,98884,102735,99844,10040.0,130.0,8937.666666666666,8682.142857142857,6804.285714285716,90.57142857142857,75.71428571428571,79.87755102040815
2020-10-22,214686,4019,102204,106223,108463,12107.0,168.0,10479.333333333334,9254.714285714286,7363.357142857143,101.57142857142857,82.28571428571429,85.38775510204081
2020-10-23,228318,4172,105092,109264,119054,13632.0,153.0,11926.333333333336,10101.42857142857,7998.571428571428,104.57142857142857,89.5,89.69387755102039
2020-10-24,241946,4350,109344,113694,128252,13628.0,178.0,13122.333333333336,10673.714285714286,8593.42857142857,118.0,98.42857142857143,95.28571428571426
2020-10-25,253688,4437,112619,117056,136632,11742.0,87.0,13000.666666666664,11131.714285714286,9133.714285714286,123.42857142857143,102.42857142857143,101.28571428571426
2020-10-26,263929,4482,115302,119784,144145,10241.0,45.0,11870.333333333336,11525.857142857143,9551.357142857143,124.0,103.14285714285714,107.24489795918363
2020-10-27,280229,4614,119237,123851,156378,16300.0,132.0,12761.0,12527.142857142857,10353.642857142857,127.57142857142857,108.07142857142857,112.81632653061222
2020-10-28,299049,4848,123504,128352,170697,18820.0,234.0,15120.333333333336,13781.428571428569,11231.785714285714,142.42857142857142,116.5,120.22448979591834
2020-10-29,319205,5149,129267,134416,184789,20156.0,301.0,18425.33333333333,14931.285714285714,12093.0,161.42857142857142,131.5,128.77551020408166
2020-10-30,340834,5351,134724,140075,200759,21629.0,202.0,20201.666666666668,16073.714285714286,13087.571428571431,168.42857142857142,136.5,137.89795918367344
2020-10-31,362731,5631,140280,145911,216820,21897.0,280.0,21227.33333333333,17255.0,13964.357142857143,183.0,150.5,147.18367346938774
2020-11-01,379902,5783,146595,152378,227524,17171.0,152.0,20232.33333333333,18030.571428571428,14581.142857142857,192.28571428571428,157.85714285714286,157.0204081632653
2020-11-02,395480,5875,154413,160288,235192,15578.0,92.0,18215.33333333333,18793.0,15159.428571428569,199.0,161.5,167.73469387755105
2020-11-03,414844,6102,159986,166088,248756,19364.0,227.0,17371.0,19230.714285714286,15878.928571428569,212.57142857142856,170.07142857142858,179.87755102040816
2020-11-04,439536,6474,168960,175434,264102,24692.0,372.0,19878.0,20069.571428571428,16925.5,232.28571428571428,187.35714285714286,192.7142857142857
2020-11-05,466679,6841,177681,184522,282157,27143.0,367.0,23733.0,21067.714285714286,17999.5,241.7142857142857,201.57142857142856,204.18367346938774
2020-11-06,493765,7286,188675,195961,297804,27086.0,445.0,26307.0,21847.285714285714,18960.5,276.42857142857144,222.42857142857144,219.6122448979592
2020-11-07,521640,7635,200510,208145,313495,27875.0,349.0,27368.0,22701.285714285717,19978.14285714286,286.2857142857143,234.64285714285717,234.36734693877548
2020-11-08,546425,7871,209363,217234,329191,24785.0,236.0,26582.0,23789.0,20909.785714285714,298.2857142857143,245.28571428571428,249.51020408163268
2020-11-09,568138,8044,219371,227415,340723,21713.0,173.0,24791.0,24665.42857142857,21729.214285714286,309.85714285714283,254.42857142857144,265.34693877551024
2020-11-10,593592,8374,230661,239035,354557,25454.0,330.0,23984.0,25535.42857142857,22383.071428571428,324.57142857142856,268.57142857142856,281.3469387755102
2020-11-11,618813,8803,242875,251678,367135,25221.0,429.0,24129.33333333333,25611.0,22840.285714285717,332.7142857142857,282.5,295.6938775510204
2020-11-12,641496,9078,254349,263427,378069,22683.0,275.0,24452.66666666667,24973.857142857138,23020.785714285717,319.57142857142856,280.64285714285717,306.8163265306122
2020-11-13,665547,9497,267580,277077,388470,24051.0,419.0,23985.0,24540.285714285717,23193.785714285717,315.85714285714283,296.14285714285717,312.44897959183663
2020-11-14,691118,10045,282215,292260,398858,25571.0,548.0,24101.66666666667,24211.142857142862,23456.214285714286,344.28571428571433,315.2857142857143,320.7346938775509
2020-11-15,712972,10348,294783,305131,407841,21854.0,303.0,23825.33333333333,23792.42857142857,23790.714285714286,353.8571428571428,326.07142857142856,328.673469387755
2020-11-16,733788,10491,306022,316513,417275,20816.0,143.0,22747.0,23664.285714285717,24164.857142857138,349.57142857142856,329.7142857142857,334.34693877551007
2020-11-17,752940,10848,324282,335130,417810,19152.0,357.0,20607.33333333333,22764.0,24149.714285714286,353.42857142857144,339.0,338.469387755102
2020-11-18,772823,11451,342883,354334,418489,19883.0,603.0,19950.33333333333,22001.42857142857,23806.214285714286,378.28571428571433,355.5,344.97959183673464
2020-11-19,796798,12088,361886,373974,422824,23975.0,637.0,21003.33333333333,22186.0,23579.92857142857,430.0,374.78571428571433,360.75510204081627
2020-11-20,819262,12714,381800,394514,424748,22464.0,626.0,22107.33333333333,21959.285714285714,23249.785714285717,459.57142857142856,387.71428571428567,381.28571428571416
2020-11-21,843475,13288,407075,420363,423112,24213.0,574.0,23550.66666666667,21765.285714285714,22988.214285714286,463.28571428571433,403.78571428571433,398.28571428571416
2020-11-22,861331,13618,423971,437589,424353,17856.0,330.0,21511.0,21194.14285714286,22493.285714285717,467.1428571428572,410.5,414.4693877551021
2020-11-23,876333,13774,438868,452642,423691,15002.0,156.0,19023.666666666668,20363.571428571428,22013.92857142857,469.0,409.28571428571433,431.530612244898
2020-11-24,909066,14314,454717,469031,417441,32733.0,540.0,21863.666666666668,22303.714285714286,22533.857142857138,495.1428571428572,424.28571428571433,451.7755102040816
2020-11-25,924428,14988,469527,484515,439913,15362.0,674.0,21032.33333333333,21657.85714285714,21829.64285714286,505.28571428571433,441.78571428571433,469.9183673469388
2020-11-26,941115,15568,494869,510437,430678,16687.0,580.0,21594.0,20616.714285714286,21401.35714285714,497.1428571428572,463.57142857142856,479.5102040816327
2020-11-27,958175,16147,516636,532783,425392,17060.0,579.0,16369.666666666664,19844.714285714286,20902.0,490.4285714285714,475.0,483.91836734693885
2020-11-28,973353,16746,538273,555019,418334,15178.0,599.0,16308.333333333336,18554.0,20159.64285714286,494.0,478.6428571428572,488.3061224489797
2020-11-29,984836,17029,559429,576458,408378,11483.0,283.0,14573.666666666664,17643.571428571428,19418.85714285714,487.28571428571433,477.21428571428567,491.1836734693878
2020-11-30,990569,17150,577514,594664,395905,5733.0,121.0,10798.0,16319.428571428569,18341.5,482.28571428571433,475.6428571428572,493.0816326530612
2020-12-01,999674,17599,597589,615188,384486,9105.0,449.0,8773.666666666666,12944.0,17623.85714285714,469.28571428571433,482.21428571428567,489.3877551020408
2020-12-02,1013529,18208,622980,641188,372341,13855.0,609.0,9564.333333333334,12728.714285714286,17193.285714285714,460.0,482.6428571428572,482.9183673469388
2020-12-03,1028367,18828,646560,665388,362979,14838.0,620.0,12599.333333333336,12464.571428571431,16540.64285714286,465.71428571428567,481.4285714285714,478.4285714285714
2020-12-04,1041606,19359,666413,685772,355834,13239.0,531.0,13977.333333333336,11918.714285714286,15881.714285714286,458.8571428571428,474.6428571428572,473.9183673469388
2020-12-05,1054036,19861,687910,707771,346265,12430.0,502.0,13502.333333333336,11526.142857142857,15040.071428571431,445.0,469.5,466.9183673469388
2020-12-06,1063212,20089,706720,726809,336403,9176.0,228.0,11615.0,11196.571428571431,14420.071428571431,437.1428571428572,462.21428571428567,459.7551020408163
2020-12-07,1067635,20181,722446,742627,325008,4423.0,92.0,8676.333333333334,11009.428571428569,13664.428571428569,433.0,457.6428571428572,452.71428571428567
2020-12-08,1075947,20592,738845,759437,316510,8312.0,411.0,7303.666666666668,10896.142857142857,11920.071428571431,427.57142857142856,448.4285714285714,446.7551020408163
2020-12-09,1088115,21160,768241,789401,298714,12168.0,568.0,8301.0,10655.142857142857,11691.928571428569,421.71428571428567,440.8571428571428,441.28571428571433
2020-12-10,1101864,21630,792119,813749,288115,13749.0,470.0,11409.666666666664,10499.57142857143,11482.071428571431,400.28571428571433,433.0,431.938775510204
2020-12-11,1114974,22174,815356,837530,277444,13110.0,544.0,13009.0,10481.142857142857,11199.928571428569,402.1428571428572,430.5,423.83673469387764
2020-12-12,1126471,22676,840541,863217,263254,11497.0,502.0,12785.333333333336,10347.857142857143,10937.0,402.1428571428572,423.57142857142856,417.71428571428584
2020-12-13,1135448,22864,858895,881759,253689,8977.0,188.0,11194.666666666664,10319.42857142857,10758.0,396.4285714285714,416.78571428571433,411.8979591836736
2020-12-14,1140344,22960,869155,892115,248229,4896.0,96.0,8456.666666666666,10387.0,10698.214285714286,397.0,415.0,406.7551020408163
2020-12-15,1147251,23309,879748,903057,244194,6907.0,349.0,6926.666666666668,10186.285714285714,10541.214285714286,388.1428571428572,407.8571428571428,401.1224489795919
2020-12-16,1159705,23914,892650,916564,243141,12454.0,605.0,8085.666666666668,10227.142857142857,10441.142857142857,393.4285714285714,407.57142857142856,397.0816326530613
2020-12-17,1171658,24345,903349,927694,243964,11953.0,431.0,10438.0,9970.57142857143,10235.07142857143,387.8571428571428,394.07142857142856,395.3061224489797
2020-12-18,1182671,24771,915576,940347,242324,11013.0,426.0,11806.666666666664,9671.0,10076.07142857143,371.0,386.57142857142856,390.85714285714295
2020-12-19,1193938,25254,927723,952977,240961,11267.0,483.0,11411.0,9638.142857142857,9993.0,368.28571428571433,385.21428571428567,386.02040816326536
2020-12-20,1202532,25397,938269,963666,238866,8594.0,143.0,10291.333333333334,9583.42857142857,9951.42857142857,361.8571428571428,379.1428571428572,381.0816326530612
2020-12-21,1207165,25474,946017,971491,235674,4633.0,77.0,8164.666666666668,9545.857142857143,9966.42857142857,359.1428571428572,378.07142857142856,375.6734693877551
2020-12-22,1214357,25783,954272,980055,234302,7192.0,309.0,6806.333333333332,9586.57142857143,9886.42857142857,353.42857142857144,370.78571428571433,370.71428571428567
2020-12-23,1226718,26255,965178,991433,235285,12361.0,472.0,8062.0,9573.285714285714,9900.214285714286,334.42857142857144,363.9285714285714,362.28571428571433
2020-12-24,1239833,26752,975876,1002628,237205,13115.0,497.0,10889.333333333334,9739.285714285714,9854.92857142857,343.8571428571428,365.8571428571428,356.0
2020-12-25,1248910,26992,984683,1011675,237235,9077.0,240.0,11517.666666666664,9462.714285714286,9566.857142857143,317.2857142857143,344.1428571428572,348.3265306122449
2020-12-26,1253958,27061,992381,1019442,234516,5048.0,69.0,9080.0,8574.285714285714,9106.214285714286,258.14285714285717,313.2142857142857,332.59183673469386
2020-12-27,1257636,27118,999610,1026728,230908,3678.0,57.0,5934.333333333332,7872.0,8727.714285714286,245.85714285714286,303.85714285714283,316.02040816326536
2020-12-28,1260847,27147,1005376,1032523,228324,3211.0,29.0,3979.0,7668.857142857143,8607.357142857143,239.0,299.07142857142856,298.85714285714283
2020-12-29,1268761,27454,1014005,1041459,227302,7914.0,307.0,4934.333333333333,7772.0,8679.285714285714,238.7142857142857,296.07142857142856,282.4693877551021
2020-12-30,1281716,28019,1025889,1053908,227808,12955.0,565.0,8026.666666666668,7856.857142857143,8715.07142857143,252.0,293.2142857142857,270.6938775510204
2020-12-31,1295113,28551,1036138,1064689,230424,13397.0,532.0,11422.0,7897.142857142857,8818.214285714286,257.0,300.42857142857144,258.2857142857143
2021-01-01,1306121,28951,1046281,1075232,230889,11008.0,400.0,12453.333333333336,8173.0,8817.857142857143,279.85714285714283,298.57142857142856,252.9387755102041
2021-01-02,1313066,29053,1055436,1084489,228577,6945.0,102.0,10450.0,8444.0,8509.142857142857,284.57142857142856,271.35714285714283,256.7142857142857
2021-01-03,1318805,29114,1063093,1092207,226598,5739.0,61.0,7897.333333333332,8738.42857142857,8305.214285714286,285.14285714285717,265.5,262.32653061224494
2021-01-04,1323237,29156,1069554,1098710,224527,4432.0,42.0,5705.333333333332,8912.857142857143,8290.857142857143,287.0,263.0,269.1836734693877
2021-01-05,1330861,29497,1078892,1108389,222472,7624.0,341.0,5931.666666666668,8871.42857142857,8321.714285714286,291.85714285714283,265.2857142857143,276.7755102040815
2021-01-06,1345012,30050,1087744,1117794,227218,14151.0,553.0,8735.666666666666,9042.285714285714,8449.57142857143,290.14285714285717,271.07142857142856,282.22448979591826
2021-01-07,1357066,30236,1095616,1125852,231214,12054.0,186.0,11276.333333333336,8850.42857142857,8373.785714285714,240.7142857142857,248.85714285714286,279.8979591836734
2021-01-08,1365856,30568,1104599,1135167,230689,8790.0,332.0,11665.0,8533.57142857143,8353.285714285714,231.0,255.42857142857144,272.9183673469387
2021-01-09,1376404,31006,1113738,1144744,231660,10548.0,438.0,10464.0,9048.285714285714,8746.142857142857,279.0,281.7857142857143,272.1224489795917
2021-01-10,1385814,31183,1123318,1154501,231313,9410.0,177.0,9582.666666666666,9572.714285714286,9155.57142857143,295.57142857142856,290.35714285714283,273.6122448979591
2021-01-11,1390436,31258,1130460,1161718,228718,4622.0,75.0,8193.333333333334,9599.857142857143,9256.357142857143,300.2857142857143,293.64285714285717,275.5102040816326
2021-01-12,1396005,31584,1138126,1169710,226295,5569.0,326.0,6533.666666666668,9306.285714285714,9088.857142857143,298.14285714285717,295.0,276.4081632653061
2021-01-13,1405058,32065,1147123,1179188,225870,9053.0,481.0,6414.666666666668,8578.0,8810.142857142857,287.85714285714283,289.0,276.08163265306115
2021-01-14,1414494,32446,1155823,1188269,226225,9436.0,381.0,8019.333333333332,8204.0,8527.214285714286,315.7142857142857,278.2142857142857,286.79591836734687
2021-01-15,1422289,32832,1164650,1197482,224807,7795.0,386.0,8761.333333333334,8061.857142857143,8297.714285714286,323.42857142857144,277.2142857142857,299.99999999999994
2021-01-16,1429701,33201,1173087,1206288,223413,7412.0,369.0,8214.333333333334,7613.857142857143,8331.07142857143,313.57142857142856,296.2857142857143,304.938775510204
2021-01-17,1435756,33343,1181326,1214669,221087,6055.0,142.0,7087.333333333332,7134.571428571428,8353.642857142857,308.57142857142856,302.07142857142856,306.79591836734687
2021-01-18,1439027,33395,1187719,1221114,217913,3271.0,52.0,5579.333333333332,6941.571428571428,8270.714285714286,305.2857142857143,302.7857142857143,307.5102040816326
2021-01-19,1443862,33686,1197034,1230720,213142,4835.0,291.0,4720.333333333333,6836.714285714284,8071.5,300.2857142857143,299.2142857142857,307.8163265306121
2021-01-20,1450781,34129,1207359,1241488,209293,6919.0,443.0,5008.333333333333,6531.857142857143,7554.928571428572,294.85714285714283,291.35714285714283,308.8163265306121
2021-01-21,1457933,34548,1215732,1250280,207653,7152.0,419.0,6302.0,6205.571428571428,7204.785714285716,300.2857142857143,308.0,306.61224489795904
2021-01-22,1464573,34894,1213012,1247906,216667,6640.0,346.0,6903.666666666668,6040.571428571428,7051.214285714284,294.57142857142856,309.0,302.4897959183672
2021-01-23,1470895,35240,1222782,1258022,212873,6322.0,346.0,6704.666666666668,5884.857142857143,6749.357142857143,291.2857142857143,302.42857142857144,299.30612244897935
2021-01-24,1475578,35350,1230446,1265796,209782,4683.0,110.0,5881.666666666668,5688.857142857143,6411.714285714284,286.7142857142857,297.64285714285717,296.1836734693876
2021-01-25,1477997,35388,1237736,1273124,204873,2419.0,38.0,4474.666666666667,5567.142857142857,6254.357142857143,284.7142857142857,295.0,293.2448979591836
2021-01-26,1482601,35652,1243575,1279227,203374,4604.0,264.0,3902.0,5534.142857142857,6185.428571428572,280.85714285714283,290.57142857142856,290.4693877551019
2021-01-27,1489390,36041,1246267,1282308,207082,6789.0,389.0,4604.0,5515.571428571428,6023.714285714284,273.14285714285717,284.0,287.36734693877537
2021-01-28,1496546,36430,1250892,1287322,209224,7156.0,389.0,6183.0,5516.142857142857,5860.857142857143,268.85714285714283,284.57142857142856,282.87755102040813
2021-01-29,1502690,36766,1257352,1294118,208572,6144.0,336.0,6696.333333333332,5445.285714285715,5742.928571428572,267.42857142857144,281.0,278.99999999999994
2021-01-30,1508554,37069,1264574,1301643,206911,5864.0,303.0,6388.0,5379.857142857143,5632.357142857143,261.2857142857143,276.2857142857143,274.7142857142857
2021-01-31,1513260,37167,1270467,1307634,205626,4706.0,98.0,5571.333333333332,5383.142857142857,5536.0,259.57142857142856,273.14285714285717,270.8367346938775
2021-02-01,1515763,37209,1276636,1313845,201918,2503.0,42.0,4357.666666666667,5395.142857142857,5481.142857142857,260.14285714285717,272.42857142857144,267.3265306122448
2021-02-02,1520089,37462,1281396,1318858,201231,4326.0,253.0,3845.0,5355.428571428572,5444.785714285715,258.57142857142856,269.7142857142857,264.142857142857
2021-02-03,1526891,37883,1283698,1321581,205310,6802.0,421.0,4543.666666666667,5357.285714285715,5436.428571428572,263.14285714285717,268.14285714285717,262.7142857142856
2021-02-04,1533387,38327,1288163,1326490,206897,6496.0,444.0,5874.666666666668,5263.0,5389.571428571428,271.0,269.92857142857144,263.0204081632652
2021-02-05,1539440,38695,1294687,1333382,206058,6053.0,368.0,6450.333333333332,5250.0,5347.642857142857,275.57142857142856,271.5,264.1836734693876
2021-02-06,1545405,38978,1301571,1340549,204856,5965.0,283.0,6171.333333333332,5264.428571428572,5322.142857142857,272.7142857142857,267.0,265.8163265306121
2021-02-07,1550133,39071,1307161,1346232,203901,4728.0,93.0,5582.0,5267.571428571428,5325.357142857143,272.0,265.7857142857143,267.5918367346938
2021-02-08,1552564,39116,1312856,1351972,200592,2431.0,45.0,4374.666666666667,5257.285714285715,5326.214285714285,272.42857142857144,266.2857142857143,269.3469387755101
2021-02-09,1556593,39343,1317474,1356817,199776,4029.0,227.0,3729.333333333334,5214.857142857143,5285.142857142857,268.7142857142857,263.64285714285717,270.79591836734687
2021-02-10,1563523,39703,1319635,1359338,204185,6930.0,360.0,4463.333333333333,5233.142857142857,5295.214285714285,260.0,261.57142857142856,270.3469387755101
2021-02-11,1570531,40159,1324101,1364260,206271,7008.0,456.0,5989.0,5306.285714285715,5284.642857142857,261.7142857142857,266.35714285714283,269.0204081632652
2021-02-12,1576910,40406,1330127,1370533,206377,6379.0,247.0,6772.333333333332,5352.857142857143,5301.428571428572,244.42857142857144,260.0,264.5714285714285
2021-02-13,1583496,40690,1336467,1377157,206339,6586.0,284.0,6657.666666666668,5441.571428571428,5353.0,244.57142857142856,258.64285714285717,260.5510204081632
2021-02-14,1588830,40788,1342031,1382819,206011,5334.0,98.0,6099.666666666668,5528.142857142857,5397.857142857143,245.28571428571428,258.64285714285717,256.7346938775509
2021-02-15,1591373,40813,1347670,1388483,202890,2543.0,25.0,4821.0,5544.142857142857,5400.714285714285,242.42857142857144,257.42857142857144,252.44897959183663
2021-02-16,1596551,41009,1352443,1393452,203099,5178.0,196.0,4351.666666666667,5708.285714285716,5461.571428571428,238.0,253.35714285714286,248.06122448979585
2021-02-17,1605245,41288,1354598,1395886,209359,8694.0,279.0,5471.666666666667,5960.285714285716,5596.714285714284,226.42857142857144,243.2142857142857,243.2653061224489
2021-02-18,1614318,41561,1358666,1400227,214091,9073.0,273.0,7648.333333333332,6255.285714285716,5780.785714285716,200.28571428571428,231.0,234.4897959183672
2021-02-19,1623095,41802,1365216,1407018,216077,8777.0,241.0,8848.0,6597.857142857143,5975.357142857143,199.42857142857144,221.92857142857144,228.06122448979576
2021-02-20,1631605,42056,1372326,1414382,217223,8510.0,254.0,8786.666666666666,6872.714285714284,6157.142857142857,195.14285714285717,219.85714285714286,220.99999999999986
2021-02-21,1638643,42150,1378414,1420564,218079,7038.0,94.0,8108.333333333332,7116.142857142857,6322.142857142857,194.57142857142856,219.92857142857144,213.75510204081615
2021-02-22,1642533,42167,1384373,1426540,215993,3890.0,17.0,6479.333333333332,7308.571428571428,6426.357142857143,193.42857142857144,217.92857142857144,206.75510204081615
2021-02-23,1648843,42414,1389516,1431930,216913,6310.0,247.0,5746.0,7470.285714285716,6589.285714285716,200.7142857142857,219.35714285714286,201.42857142857133
2021-02-24,1660989,42786,1391981,1434767,226222,12146.0,372.0,7448.666666666668,7963.428571428572,6961.857142857143,214.0,220.2142857142857,199.65306122448968
2021-02-25,1673131,43072,1397342,1440414,232717,12142.0,286.0,10199.333333333334,8401.857142857143,7328.571428571428,215.85714285714286,208.07142857142856,201.87755102040802
2021-02-26,1684670,43331,1405552,1448883,235787,11539.0,259.0,11942.333333333336,8796.42857142857,7697.142857142857,218.42857142857144,208.92857142857144,204.59183673469374
2021-02-27,1696770,43634,1414461,1458095,238675,12100.0,303.0,11927.0,9309.285714285714,8091.0,225.42857142857144,210.28571428571428,208.91836734693862
2021-02-28,1706869,43748,1422829,1466577,240292,10099.0,114.0,11246.0,9746.57142857143,8431.357142857143,228.28571428571428,211.42857142857144,213.73469387755088
2021-03-01,1711655,43772,1430861,1474633,237022,4786.0,24.0,8995.0,9874.57142857143,8591.57142857143,229.28571428571428,211.35714285714286,218.85714285714272
2021-03-02,1719592,43988,1438032,1482020,237572,7937.0,216.0,7607.333333333332,10107.0,8788.642857142857,224.85714285714286,212.78571428571428,222.30612244897947
2021-03-03,1735290,44297,1441479,1485776,249514,15698.0,309.0,9473.666666666666,10614.42857142857,9288.92857142857,215.85714285714286,214.92857142857144,222.57142857142844
2021-03-04,1750540,44586,1448619,1493205,257335,15250.0,289.0,12961.666666666664,11058.428571428569,9730.142857142857,216.28571428571428,216.07142857142856,222.63265306122437
2021-03-05,1766369,44849,1459564,1504413,261956,15829.0,263.0,15592.333333333336,11671.285714285714,10233.857142857143,216.85714285714286,217.64285714285717,222.408163265306
2021-03-06,1781226,45094,1471608,1516702,264524,14857.0,245.0,15312.0,12065.142857142857,10687.214285714286,208.57142857142856,217.0,219.99999999999991
2021-03-07,1794800,45220,1482568,1527788,267012,13574.0,126.0,14753.333333333336,12561.571428571431,11154.071428571431,210.28571428571428,219.28571428571428,217.42857142857133
