region,date,new,infected,new_deaths,dead,new_recoveries,recovered,new_3,new_7,new_14,new_deaths_7,new_deaths_14,new_deaths_7_7
mazowieckie,2020-04-19,56,1992,1,108,31,267,48.66666666666666,46.85714285714285,73.21428571428571,5.428571428571429,6.2857142857142865,7.122448979591836
mazowieckie,2020-04-20,38,2030,8,116,41,308,49.0,48.85714285714285,68.92857142857143,6.428571428571429,6.642857142857142,7.061224489795919
mazowieckie,2020-04-21,29,2059,9,125,43,351,41.0,49.14285714285714,58.0,7.0,7.142857142857142,7.020408163265307
mazowieckie,2020-04-22,39,2098,6,131,42,393,35.333333333333336,43.714285714285715,56.0,6.7142857142857135,6.7142857142857135,7.020408163265307
mazowieckie,2020-04-23,68,2166,10,141,44,437,45.33333333333334,45.714285714285715,53.0,6.428571428571429,7.071428571428571,6.83673469387755
mazowieckie,2020-04-24,40,2206,18,159,42,479,49.0,46.14285714285714,50.35714285714285,8.428571428571429,8.357142857142858,6.857142857142858
mazowieckie,2020-04-25,96,2302,11,170,30,509,68.0,52.28571428571429,48.07142857142857,9.0,8.285714285714286,7.061224489795919
mazowieckie,2020-04-26,46,2348,3,173,27,536,60.66666666666666,50.85714285714285,48.85714285714285,9.285714285714286,7.357142857142858,7.612244897959183
mazowieckie,2020-04-27,28,2376,7,180,49,585,56.66666666666666,49.42857142857143,49.14285714285714,9.142857142857142,7.7857142857142865,8.0
mazowieckie,2020-04-28,15,2391,13,193,52,637,29.66666666666667,47.42857142857143,48.28571428571429,9.714285714285714,8.357142857142858,8.387755102040815
mazowieckie,2020-04-29,36,2427,3,196,42,679,26.33333333333333,47.0,45.35714285714285,9.285714285714286,8.0,8.755102040816327
mazowieckie,2020-04-30,25,2452,7,203,54,733,25.33333333333333,40.857142857142854,43.28571428571429,8.857142857142858,7.642857142857142,9.102040816326529
mazowieckie,2020-05-01,0,2452,0,203,32,765,20.33333333333333,35.142857142857146,40.642857142857146,6.2857142857142865,7.357142857142858,8.795918367346939
mazowieckie,2020-05-02,25,2477,1,204,10,775,16.666666666666668,25.0,38.642857142857146,4.857142857142857,6.928571428571429,8.204081632653061
mazowieckie,2020-05-03,31,2508,0,204,14,789,18.666666666666668,22.857142857142854,36.857142857142854,4.428571428571429,6.857142857142858,7.5102040816326525
mazowieckie,2020-05-04,45,2553,5,209,59,848,33.666666666666664,25.285714285714285,37.357142857142854,4.142857142857143,6.642857142857142,6.795918367346942
mazowieckie,2020-05-05,78,2631,3,212,111,959,51.33333333333334,34.285714285714285,40.857142857142854,2.7142857142857144,6.2142857142857135,5.795918367346942
mazowieckie,2020-05-06,42,2673,2,214,61,1020,55.0,35.142857142857146,41.07142857142857,2.571428571428572,5.928571428571429,4.836734693877553
mazowieckie,2020-05-07,36,2709,2,216,63,1083,52.0,36.714285714285715,38.785714285714285,1.8571428571428568,5.357142857142857,3.8367346938775517
mazowieckie,2020-05-08,22,2731,2,218,61,1144,33.333333333333336,39.857142857142854,37.5,2.142857142857143,4.214285714285714,3.244897959183674
mazowieckie,2020-05-09,34,2765,3,221,44,1188,30.66666666666667,41.142857142857146,33.07142857142857,2.4285714285714284,3.6428571428571432,2.8979591836734704
mazowieckie,2020-05-10,26,2791,0,221,14,1202,27.33333333333333,40.42857142857143,31.642857142857146,2.4285714285714284,3.4285714285714284,2.6122448979591844
mazowieckie,2020-05-11,17,2808,0,221,38,1240,25.66666666666667,36.42857142857143,30.857142857142854,1.7142857142857142,2.9285714285714284,2.265306122448981
mazowieckie,2020-05-12,21,2829,3,224,39,1279,21.33333333333333,28.285714285714285,31.285714285714285,1.7142857142857142,2.2142857142857144,2.1224489795918378
